in s,C1 in V
1.18796E-02,-1.567E-02
1.18800E-02,5.225E-03
1.18803E-02,-2.612E-02
1.18806E-02,5.225E-03
1.18810E-02,-3.657E-02
1.18813E-02,5.225E-03
1.18816E-02,3.657E-02
1.18820E-02,2.612E-02
1.18823E-02,5.225E-03
1.18826E-02,-1.567E-02
1.18830E-02,3.657E-02
1.18833E-02,3.657E-02
1.18836E-02,4.702E-02
1.18840E-02,-3.657E-02
1.18843E-02,3.657E-02
1.18846E-02,-5.225E-03
1.18850E-02,5.225E-03
1.18853E-02,-3.657E-02
1.18856E-02,5.225E-03
1.18860E-02,3.657E-02
1.18863E-02,-5.225E-03
1.18866E-02,3.657E-02
1.18870E-02,-3.657E-02
1.18873E-02,2.612E-02
1.18876E-02,2.612E-02
1.18879E-02,3.657E-02
1.18883E-02,-3.657E-02
1.18886E-02,-3.657E-02
1.18889E-02,1.567E-02
1.18893E-02,-1.567E-02
1.18896E-02,-1.567E-02
1.18899E-02,1.567E-02
1.18903E-02,2.612E-02
1.18906E-02,2.612E-02
1.18909E-02,-3.657E-02
1.18913E-02,3.657E-02
1.18916E-02,-3.657E-02
1.18919E-02,5.225E-03
1.18923E-02,4.702E-02
1.18926E-02,5.225E-03
1.18929E-02,4.702E-02
1.18933E-02,5.225E-03
1.18936E-02,2.612E-02
1.18939E-02,3.657E-02
1.18943E-02,-5.225E-03
1.18946E-02,-2.612E-02
1.18949E-02,5.225E-03
1.18953E-02,-3.657E-02
1.18956E-02,5.225E-03
1.18959E-02,2.612E-02
1.18963E-02,1.567E-02
1.18966E-02,1.567E-02
1.18969E-02,-5.225E-03
1.18973E-02,1.567E-02
1.18976E-02,5.225E-03
1.18979E-02,-2.612E-02
1.18983E-02,3.657E-02
1.18986E-02,5.225E-03
1.18989E-02,-5.225E-03
1.18993E-02,-5.225E-03
1.18996E-02,2.612E-02
1.18999E-02,5.225E-03
1.19003E-02,4.702E-02
1.19006E-02,-5.225E-03
1.19009E-02,-5.225E-03
1.19013E-02,-1.567E-02
1.19016E-02,-5.225E-03
1.19019E-02,-5.225E-03
1.19023E-02,3.657E-02
1.19026E-02,5.225E-03
1.19029E-02,1.567E-02
1.19033E-02,-1.567E-02
1.19036E-02,-1.567E-02
1.19039E-02,-2.612E-02
1.19043E-02,-5.225E-03
1.19046E-02,-3.657E-02
1.19049E-02,1.567E-02
1.19053E-02,-2.612E-02
1.19056E-02,2.612E-02
1.19059E-02,5.225E-03
1.19063E-02,5.225E-03
1.19066E-02,-5.225E-03
1.19069E-02,-2.612E-02
1.19073E-02,-3.657E-02
1.19076E-02,1.567E-02
1.19079E-02,1.567E-02
1.19082E-02,-3.657E-02
1.19086E-02,-5.225E-03
1.19089E-02,-1.567E-02
1.19092E-02,3.657E-02
1.19096E-02,3.657E-02
1.19099E-02,3.657E-02
1.19102E-02,-3.657E-02
1.19106E-02,-1.567E-02
1.19109E-02,5.225E-03
1.19112E-02,-5.225E-03
1.19116E-02,3.657E-02
1.19119E-02,-1.567E-02
1.19122E-02,-5.225E-03
1.19126E-02,2.612E-02
1.19129E-02,5.225E-03
1.19132E-02,4.702E-02
1.19136E-02,3.657E-02
1.19139E-02,-5.225E-03
1.19142E-02,5.225E-03
1.19146E-02,-5.225E-03
1.19149E-02,4.702E-02
1.19152E-02,5.225E-03
1.19156E-02,5.225E-03
1.19159E-02,-1.567E-02
1.19162E-02,1.567E-02
1.19166E-02,5.747E-02
1.19169E-02,2.612E-02
1.19172E-02,1.567E-02
1.19176E-02,4.702E-02
1.19179E-02,-5.225E-03
1.19182E-02,5.747E-02
1.19186E-02,5.225E-03
1.19189E-02,-5.225E-03
1.19192E-02,3.657E-02
1.19196E-02,1.567E-02
1.19199E-02,-1.567E-02
1.19202E-02,3.657E-02
1.19206E-02,3.657E-02
1.19209E-02,5.225E-03
1.19212E-02,1.567E-02
1.19216E-02,1.567E-02
1.19219E-02,5.225E-03
1.19222E-02,5.747E-02
1.19226E-02,-5.225E-03
1.19229E-02,5.225E-03
1.19232E-02,-3.657E-02
1.19236E-02,-3.657E-02
1.19239E-02,3.657E-02
1.19242E-02,-5.225E-03
1.19246E-02,-1.567E-02
1.19249E-02,3.657E-02
1.19252E-02,2.612E-02
1.19256E-02,3.657E-02
1.19259E-02,1.567E-02
1.19262E-02,3.657E-02
1.19266E-02,3.657E-02
1.19269E-02,-3.657E-02
1.19272E-02,-5.225E-03
1.19276E-02,3.657E-02
1.19279E-02,3.657E-02
1.19282E-02,5.225E-03
1.19286E-02,2.612E-02
1.19289E-02,-2.612E-02
1.19292E-02,3.657E-02
1.19295E-02,1.567E-02
1.19299E-02,2.612E-02
1.19302E-02,1.567E-02
1.19305E-02,5.225E-03
1.19309E-02,4.702E-02
1.19312E-02,3.657E-02
1.19315E-02,3.657E-02
1.19319E-02,1.567E-02
1.19322E-02,3.657E-02
1.19325E-02,-5.225E-03
1.19329E-02,3.657E-02
1.19332E-02,2.612E-02
1.19335E-02,3.657E-02
1.19339E-02,1.567E-02
1.19342E-02,-2.612E-02
1.19345E-02,1.567E-02
1.19349E-02,3.657E-02
1.19352E-02,3.657E-02
1.19355E-02,4.702E-02
1.19359E-02,-1.567E-02
1.19362E-02,5.225E-03
1.19365E-02,1.567E-02
1.19369E-02,1.567E-02
1.19372E-02,3.657E-02
1.19375E-02,4.702E-02
1.19379E-02,-1.567E-02
1.19382E-02,-3.657E-02
1.19385E-02,2.612E-02
1.19389E-02,5.225E-03
1.19392E-02,5.225E-03
1.19395E-02,-3.657E-02
1.19399E-02,3.657E-02
1.19402E-02,3.657E-02
1.19405E-02,1.567E-02
1.19409E-02,-3.657E-02
1.19412E-02,5.225E-03
1.19415E-02,-2.612E-02
1.19419E-02,-3.657E-02
1.19422E-02,5.747E-02
1.19425E-02,-5.225E-03
1.19429E-02,5.225E-03
1.19432E-02,2.612E-02
1.19435E-02,4.702E-02
1.19439E-02,3.657E-02
1.19442E-02,5.225E-03
1.19445E-02,5.225E-03
1.19449E-02,2.612E-02
1.19452E-02,2.612E-02
1.19455E-02,-1.567E-02
1.19459E-02,3.657E-02
1.19462E-02,-5.225E-03
1.19465E-02,-3.657E-02
1.19469E-02,3.657E-02
1.19472E-02,-5.225E-03
1.19475E-02,2.612E-02
1.19479E-02,5.225E-03
1.19482E-02,4.702E-02
1.19485E-02,-5.225E-03
1.19489E-02,3.657E-02
1.19492E-02,-5.225E-03
1.19495E-02,4.702E-02
1.19498E-02,-3.657E-02
1.19502E-02,3.657E-02
1.19505E-02,-5.225E-03
1.19508E-02,-3.657E-02
1.19512E-02,1.567E-02
1.19515E-02,5.747E-02
1.19518E-02,-5.225E-03
1.19522E-02,3.657E-02
1.19525E-02,-1.567E-02
1.19528E-02,2.612E-02
1.19532E-02,5.225E-03
1.19535E-02,-5.225E-03
1.19538E-02,-2.612E-02
1.19542E-02,3.657E-02
1.19545E-02,-2.612E-02
1.19548E-02,5.225E-03
1.19552E-02,3.657E-02
1.19555E-02,5.225E-03
1.19558E-02,3.657E-02
1.19562E-02,1.567E-02
1.19565E-02,2.612E-02
1.19568E-02,1.567E-02
1.19572E-02,4.702E-02
1.19575E-02,-2.612E-02
1.19578E-02,-2.612E-02
1.19582E-02,3.657E-02
1.19585E-02,-1.567E-02
1.19588E-02,2.612E-02
1.19592E-02,-1.567E-02
1.19595E-02,2.612E-02
1.19598E-02,2.612E-02
1.19602E-02,-5.225E-03
1.19605E-02,1.567E-02
1.19608E-02,-5.225E-03
1.19612E-02,-5.225E-03
1.19615E-02,4.702E-02
1.19618E-02,3.657E-02
1.19622E-02,-3.657E-02
1.19625E-02,3.657E-02
1.19628E-02,3.657E-02
1.19632E-02,5.225E-03
1.19635E-02,3.657E-02
1.19638E-02,3.657E-02
1.19642E-02,-3.657E-02
1.19645E-02,-1.567E-02
1.19648E-02,5.225E-03
1.19652E-02,-2.612E-02
1.19655E-02,2.612E-02
1.19658E-02,-5.225E-03
1.19662E-02,-3.657E-02
1.19665E-02,2.612E-02
1.19668E-02,-3.657E-02
1.19672E-02,5.225E-03
1.19675E-02,3.657E-02
1.19678E-02,-5.225E-03
1.19682E-02,3.657E-02
1.19685E-02,-3.657E-02
1.19688E-02,5.225E-03
1.19692E-02,4.702E-02
1.19695E-02,6.792E-02
1.19698E-02,3.657E-02
1.19702E-02,3.657E-02
1.19705E-02,5.225E-03
1.19708E-02,5.225E-03
1.19711E-02,-1.567E-02
1.19715E-02,3.657E-02
1.19718E-02,-2.612E-02
1.19721E-02,6.792E-02
1.19725E-02,-5.225E-03
1.19728E-02,5.225E-03
1.19731E-02,1.567E-02
1.19735E-02,-3.657E-02
1.19738E-02,3.657E-02
1.19741E-02,-2.612E-02
1.19745E-02,-5.225E-03
1.19748E-02,-1.567E-02
1.19751E-02,3.657E-02
1.19755E-02,2.612E-02
1.19758E-02,3.657E-02
1.19761E-02,5.225E-03
1.19765E-02,3.657E-02
1.19768E-02,4.702E-02
1.19771E-02,3.657E-02
1.19775E-02,5.225E-03
1.19778E-02,3.657E-02
1.19781E-02,4.702E-02
1.19785E-02,-1.567E-02
1.19788E-02,5.225E-03
1.19791E-02,2.612E-02
1.19795E-02,5.225E-03
1.19798E-02,-2.612E-02
1.19801E-02,3.657E-02
1.19805E-02,3.657E-02
1.19808E-02,3.657E-02
1.19811E-02,2.612E-02
1.19815E-02,2.612E-02
1.19818E-02,-3.657E-02
1.19821E-02,5.225E-03
1.19825E-02,-3.657E-02
1.19828E-02,3.657E-02
1.19831E-02,1.567E-02
1.19835E-02,5.747E-02
1.19838E-02,5.225E-03
1.19841E-02,5.225E-03
1.19845E-02,3.657E-02
1.19848E-02,-1.567E-02
1.19851E-02,5.225E-03
1.19855E-02,3.657E-02
1.19858E-02,-1.567E-02
1.19861E-02,5.225E-03
1.19865E-02,2.612E-02
1.19868E-02,3.657E-02
1.19871E-02,-5.225E-03
1.19875E-02,1.567E-02
1.19878E-02,1.567E-02
1.19881E-02,5.225E-03
1.19885E-02,5.225E-03
1.19888E-02,-2.612E-02
1.19891E-02,3.657E-02
1.19895E-02,1.567E-02
1.19898E-02,-2.612E-02
1.19901E-02,-1.567E-02
1.19905E-02,-1.567E-02
1.19908E-02,1.567E-02
1.19911E-02,3.657E-02
1.19914E-02,5.225E-03
1.19918E-02,-5.225E-03
1.19921E-02,5.225E-03
1.19924E-02,2.612E-02
1.19928E-02,3.657E-02
1.19931E-02,1.567E-02
1.19934E-02,2.612E-02
1.19938E-02,5.225E-03
1.19941E-02,5.225E-03
1.19944E-02,3.657E-02
1.19948E-02,4.702E-02
1.19951E-02,2.612E-02
1.19954E-02,2.612E-02
1.19958E-02,5.225E-03
1.19961E-02,5.225E-03
1.19964E-02,4.702E-02
1.19968E-02,3.657E-02
1.19971E-02,1.567E-02
1.19974E-02,1.567E-02
1.19978E-02,-5.225E-03
1.19981E-02,-2.612E-02
1.19984E-02,3.657E-02
1.19988E-02,5.225E-03
1.19991E-02,5.225E-03
1.19994E-02,1.567E-02
1.19998E-02,2.612E-02
1.20001E-02,3.657E-02
1.20004E-02,-4.702E-02
1.20008E-02,2.612E-02
1.20011E-02,3.657E-02
1.20014E-02,-3.657E-02
1.20018E-02,2.612E-02
1.20021E-02,1.567E-02
1.20024E-02,-3.657E-02
1.20028E-02,3.657E-02
1.20031E-02,5.225E-03
1.20034E-02,-5.225E-03
1.20038E-02,-5.225E-03
1.20041E-02,3.657E-02
1.20044E-02,-1.567E-02
1.20048E-02,3.657E-02
1.20051E-02,4.702E-02
1.20054E-02,-2.612E-02
1.20058E-02,-3.657E-02
1.20061E-02,1.567E-02
1.20064E-02,-2.612E-02
1.20068E-02,4.702E-02
1.20071E-02,5.225E-03
1.20074E-02,-1.567E-02
1.20078E-02,5.225E-03
1.20081E-02,-1.567E-02
1.20084E-02,-2.612E-02
1.20088E-02,-5.225E-03
1.20091E-02,2.612E-02
1.20094E-02,-5.225E-03
1.20098E-02,-2.612E-02
1.20101E-02,5.225E-03
1.20104E-02,5.747E-02
1.20108E-02,-5.225E-03
1.20111E-02,4.702E-02
1.20114E-02,5.225E-03
1.20118E-02,3.657E-02
1.20121E-02,-3.657E-02
1.20124E-02,5.747E-02
1.20127E-02,5.225E-03
1.20131E-02,3.657E-02
1.20134E-02,-2.612E-02
1.20137E-02,-5.225E-03
1.20141E-02,5.225E-03
1.20144E-02,1.567E-02
1.20147E-02,-1.567E-02
1.20151E-02,1.567E-02
1.20154E-02,-1.567E-02
1.20157E-02,3.657E-02
1.20161E-02,5.225E-03
1.20164E-02,5.225E-03
1.20167E-02,1.567E-02
1.20171E-02,5.225E-03
1.20174E-02,3.657E-02
1.20177E-02,3.657E-02
1.20181E-02,3.657E-02
1.20184E-02,2.612E-02
1.20187E-02,-5.225E-03
1.20191E-02,-3.657E-02
1.20194E-02,-3.657E-02
1.20197E-02,-6.792E-02
1.20201E-02,5.225E-03
1.20204E-02,3.657E-02
1.20207E-02,-5.225E-03
1.20211E-02,5.225E-03
1.20214E-02,5.225E-03
1.20217E-02,1.567E-02
1.20221E-02,-1.567E-02
1.20224E-02,3.657E-02
1.20227E-02,1.567E-02
1.20231E-02,-5.225E-03
1.20234E-02,5.225E-03
1.20237E-02,-5.225E-03
1.20241E-02,2.612E-02
1.20244E-02,3.657E-02
1.20247E-02,-1.567E-02
1.20251E-02,-5.225E-03
1.20254E-02,3.657E-02
1.20257E-02,5.225E-03
1.20261E-02,5.747E-02
1.20264E-02,-3.657E-02
1.20267E-02,5.225E-03
1.20271E-02,-5.225E-03
1.20274E-02,5.225E-03
1.20277E-02,-5.747E-02
1.20281E-02,3.657E-02
1.20284E-02,1.567E-02
1.20287E-02,-3.657E-02
1.20291E-02,3.657E-02
1.20294E-02,-5.225E-03
1.20297E-02,1.567E-02
1.20301E-02,1.567E-02
1.20304E-02,-3.657E-02
1.20307E-02,-5.225E-03
1.20311E-02,3.657E-02
1.20314E-02,5.225E-03
1.20317E-02,-3.657E-02
1.20321E-02,3.657E-02
1.20324E-02,5.225E-03
1.20327E-02,-3.657E-02
1.20330E-02,5.747E-02
1.20334E-02,3.657E-02
1.20337E-02,1.567E-02
1.20340E-02,3.657E-02
1.20344E-02,5.225E-03
1.20347E-02,4.702E-02
1.20350E-02,1.567E-02
1.20354E-02,1.567E-02
1.20357E-02,3.657E-02
1.20360E-02,4.702E-02
1.20364E-02,3.657E-02
1.20367E-02,3.657E-02
1.20370E-02,1.567E-02
1.20374E-02,3.657E-02
1.20377E-02,5.225E-03
1.20380E-02,-1.567E-02
1.20384E-02,-5.225E-03
1.20387E-02,-1.567E-02
1.20390E-02,-2.612E-02
1.20394E-02,5.747E-02
1.20397E-02,3.657E-02
1.20400E-02,4.702E-02
1.20404E-02,5.225E-03
1.20407E-02,5.225E-03
1.20410E-02,-5.225E-03
1.20414E-02,-5.225E-03
1.20417E-02,1.567E-02
1.20420E-02,-5.225E-03
1.20424E-02,3.657E-02
1.20427E-02,3.657E-02
1.20430E-02,1.567E-02
1.20434E-02,5.225E-03
1.20437E-02,5.225E-03
1.20440E-02,4.702E-02
1.20444E-02,3.657E-02
1.20447E-02,3.657E-02
1.20450E-02,-5.225E-03
1.20454E-02,1.567E-02
1.20457E-02,-2.612E-02
1.20460E-02,-5.225E-03
1.20464E-02,2.612E-02
1.20467E-02,-1.567E-02
1.20470E-02,6.792E-02
1.20474E-02,1.567E-02
1.20477E-02,1.567E-02
1.20480E-02,3.657E-02
1.20484E-02,-5.225E-03
1.20487E-02,3.657E-02
1.20490E-02,-1.567E-02
1.20494E-02,-3.657E-02
1.20497E-02,1.567E-02
1.20500E-02,3.657E-02
1.20504E-02,6.792E-02
1.20507E-02,3.657E-02
1.20510E-02,5.225E-03
1.20514E-02,-5.225E-03
1.20517E-02,-2.612E-02
1.20520E-02,5.225E-03
1.20524E-02,6.792E-02
1.20527E-02,2.612E-02
1.20530E-02,3.657E-02
1.20534E-02,-2.612E-02
1.20537E-02,5.225E-03
1.20540E-02,1.567E-02
1.20543E-02,-5.225E-03
1.20547E-02,4.702E-02
1.20550E-02,6.792E-02
1.20553E-02,-2.612E-02
1.20557E-02,3.657E-02
1.20560E-02,-3.657E-02
1.20563E-02,-5.225E-03
1.20567E-02,3.657E-02
1.20570E-02,-5.225E-03
1.20573E-02,-5.225E-03
1.20577E-02,4.702E-02
1.20580E-02,2.612E-02
1.20583E-02,5.225E-03
1.20587E-02,3.657E-02
1.20590E-02,-1.567E-02
1.20593E-02,5.225E-03
1.20597E-02,5.225E-03
1.20600E-02,5.747E-02
1.20603E-02,-3.657E-02
1.20607E-02,3.657E-02
1.20610E-02,-3.657E-02
1.20613E-02,6.792E-02
1.20617E-02,2.612E-02
1.20620E-02,2.612E-02
1.20623E-02,-5.225E-03
1.20627E-02,3.657E-02
1.20630E-02,3.657E-02
1.20633E-02,4.702E-02
1.20637E-02,1.567E-02
1.20640E-02,3.657E-02
1.20643E-02,-3.657E-02
1.20647E-02,5.225E-03
1.20650E-02,1.567E-02
1.20653E-02,-5.225E-03
1.20657E-02,5.225E-03
1.20660E-02,-3.657E-02
1.20663E-02,3.657E-02
1.20667E-02,3.657E-02
1.20670E-02,3.657E-02
1.20673E-02,-3.657E-02
1.20677E-02,-2.612E-02
1.20680E-02,3.657E-02
1.20683E-02,-1.567E-02
1.20687E-02,-2.612E-02
1.20690E-02,-2.612E-02
1.20693E-02,3.657E-02
1.20697E-02,-5.225E-03
1.20700E-02,3.657E-02
1.20703E-02,-3.657E-02
1.20707E-02,3.657E-02
1.20710E-02,5.225E-03
1.20713E-02,3.657E-02
1.20717E-02,1.567E-02
1.20720E-02,-5.225E-03
1.20723E-02,-3.657E-02
1.20727E-02,-2.612E-02
1.20730E-02,-2.612E-02
1.20733E-02,5.225E-03
1.20737E-02,-1.567E-02
1.20740E-02,-1.567E-02
1.20743E-02,-3.657E-02
1.20746E-02,5.225E-03
1.20750E-02,-2.612E-02
1.20753E-02,-3.657E-02
1.20756E-02,2.612E-02
1.20760E-02,-5.225E-03
1.20763E-02,-2.612E-02
1.20766E-02,5.225E-03
1.20770E-02,-1.567E-02
1.20773E-02,5.225E-03
1.20776E-02,1.567E-02
1.20780E-02,-5.225E-03
1.20783E-02,3.657E-02
1.20786E-02,3.657E-02
1.20790E-02,-3.657E-02
1.20793E-02,-1.567E-02
1.20796E-02,-1.567E-02
1.20800E-02,-1.567E-02
1.20803E-02,-5.225E-03
1.20806E-02,-1.567E-02
1.20810E-02,-5.225E-03
1.20813E-02,1.567E-02
1.20816E-02,2.612E-02
1.20820E-02,3.657E-02
1.20823E-02,3.657E-02
1.20826E-02,-5.225E-03
1.20830E-02,1.567E-02
1.20833E-02,-3.657E-02
1.20836E-02,-1.567E-02
1.20840E-02,2.612E-02
1.20843E-02,1.567E-02
1.20846E-02,-2.612E-02
1.20850E-02,-2.612E-02
1.20853E-02,-1.567E-02
1.20856E-02,-2.612E-02
1.20860E-02,-3.657E-02
1.20863E-02,1.567E-02
1.20866E-02,-2.612E-02
1.20870E-02,-1.567E-02
1.20873E-02,3.657E-02
1.20876E-02,-5.225E-03
1.20880E-02,5.225E-03
1.20883E-02,5.225E-03
1.20886E-02,3.657E-02
1.20890E-02,5.225E-03
1.20893E-02,1.567E-02
1.20896E-02,2.612E-02
1.20900E-02,-3.657E-02
1.20903E-02,3.657E-02
1.20906E-02,-3.657E-02
1.20910E-02,1.567E-02
1.20913E-02,3.657E-02
1.20916E-02,2.612E-02
1.20920E-02,5.225E-03
1.20923E-02,5.747E-02
1.20926E-02,5.225E-03
1.20930E-02,-2.612E-02
1.20933E-02,-1.567E-02
1.20936E-02,-5.225E-03
1.20940E-02,5.225E-03
1.20943E-02,5.225E-03
1.20946E-02,5.225E-03
1.20950E-02,5.225E-03
1.20953E-02,-2.612E-02
1.20956E-02,5.225E-03
1.20959E-02,-1.567E-02
1.20963E-02,-5.225E-03
1.20966E-02,1.567E-02
1.20969E-02,3.657E-02
1.20973E-02,4.702E-02
1.20976E-02,5.225E-03
1.20979E-02,-3.657E-02
1.20983E-02,3.657E-02
1.20986E-02,4.702E-02
1.20989E-02,5.225E-03
1.20993E-02,4.702E-02
1.20996E-02,2.612E-02
1.20999E-02,-3.657E-02
1.21003E-02,-5.225E-03
1.21006E-02,-5.225E-03
1.21009E-02,-5.225E-03
1.21013E-02,5.225E-03
1.21016E-02,3.657E-02
1.21019E-02,-5.225E-03
1.21023E-02,-5.225E-03
1.21026E-02,5.225E-03
1.21029E-02,3.657E-02
1.21033E-02,1.567E-02
1.21036E-02,3.657E-02
1.21039E-02,3.657E-02
1.21043E-02,3.657E-02
1.21046E-02,3.657E-02
1.21049E-02,5.225E-03
1.21053E-02,-3.657E-02
1.21056E-02,-3.657E-02
1.21059E-02,-1.567E-02
1.21063E-02,-2.612E-02
1.21066E-02,-5.225E-03
1.21069E-02,4.702E-02
1.21073E-02,-3.657E-02
1.21076E-02,5.225E-03
1.21079E-02,5.225E-03
1.21083E-02,4.702E-02
1.21086E-02,3.657E-02
1.21089E-02,5.225E-03
1.21093E-02,-1.567E-02
1.21096E-02,3.657E-02
1.21099E-02,-5.225E-03
1.21103E-02,-1.567E-02
1.21106E-02,3.657E-02
1.21109E-02,3.657E-02
1.21113E-02,5.225E-03
1.21116E-02,1.567E-02
1.21119E-02,3.657E-02
1.21123E-02,-1.567E-02
1.21126E-02,2.612E-02
1.21129E-02,5.225E-03
1.21133E-02,-5.225E-03
1.21136E-02,5.225E-03
1.21139E-02,2.612E-02
1.21143E-02,4.702E-02
1.21146E-02,-1.567E-02
1.21149E-02,-2.612E-02
1.21153E-02,-2.612E-02
1.21156E-02,5.225E-03
1.21159E-02,-5.225E-03
1.21162E-02,3.657E-02
1.21166E-02,-5.225E-03
1.21169E-02,3.657E-02
1.21172E-02,5.225E-03
1.21176E-02,-1.567E-02
1.21179E-02,1.567E-02
1.21182E-02,-1.567E-02
1.21186E-02,-3.657E-02
1.21189E-02,-5.225E-03
1.21192E-02,-1.567E-02
1.21196E-02,-2.612E-02
1.21199E-02,-4.702E-02
1.21202E-02,-2.612E-02
1.21206E-02,3.657E-02
1.21209E-02,1.567E-02
1.21212E-02,-2.612E-02
1.21216E-02,1.567E-02
1.21219E-02,2.612E-02
1.21222E-02,1.567E-02
1.21226E-02,3.657E-02
1.21229E-02,-5.225E-03
1.21232E-02,-5.225E-03
1.21236E-02,5.225E-03
1.21239E-02,1.567E-02
1.21242E-02,-5.225E-03
1.21246E-02,3.657E-02
1.21249E-02,3.657E-02
1.21252E-02,-2.612E-02
1.21256E-02,-2.612E-02
1.21259E-02,5.225E-03
1.21262E-02,1.567E-02
1.21266E-02,2.612E-02
1.21269E-02,-3.657E-02
1.21272E-02,1.567E-02
1.21276E-02,-5.225E-03
1.21279E-02,-2.612E-02
1.21282E-02,1.567E-02
1.21286E-02,-5.225E-03
1.21289E-02,-3.657E-02
1.21292E-02,-1.567E-02
1.21296E-02,1.567E-02
1.21299E-02,1.567E-02
1.21302E-02,-2.612E-02
1.21306E-02,5.225E-03
1.21309E-02,3.657E-02
1.21312E-02,-2.612E-02
1.21316E-02,5.225E-03
1.21319E-02,-2.612E-02
1.21322E-02,3.657E-02
1.21326E-02,-2.612E-02
1.21329E-02,-5.225E-03
1.21332E-02,5.225E-03
1.21336E-02,-6.792E-02
1.21339E-02,-3.657E-02
1.21342E-02,2.612E-02
1.21346E-02,-4.702E-02
1.21349E-02,-5.225E-03
1.21352E-02,3.657E-02
1.21356E-02,5.225E-03
1.21359E-02,3.657E-02
1.21362E-02,2.612E-02
1.21366E-02,-5.225E-03
1.21369E-02,-2.612E-02
1.21372E-02,5.225E-03
1.21375E-02,2.612E-02
1.21379E-02,1.567E-02
1.21382E-02,1.567E-02
1.21385E-02,3.657E-02
1.21389E-02,1.567E-02
1.21392E-02,3.657E-02
1.21395E-02,-5.225E-03
1.21399E-02,-2.612E-02
1.21402E-02,-2.612E-02
1.21405E-02,5.225E-03
1.21409E-02,1.567E-02
1.21412E-02,2.612E-02
1.21415E-02,-2.612E-02
1.21419E-02,-2.612E-02
1.21422E-02,-2.612E-02
1.21425E-02,5.225E-03
1.21429E-02,-1.567E-02
1.21432E-02,4.702E-02
1.21435E-02,3.657E-02
1.21439E-02,3.657E-02
1.21442E-02,2.612E-02
1.21445E-02,-5.225E-03
1.21449E-02,-1.567E-02
1.21452E-02,2.612E-02
1.21455E-02,1.567E-02
1.21459E-02,5.225E-03
1.21462E-02,-3.657E-02
1.21465E-02,1.567E-02
1.21469E-02,-2.612E-02
1.21472E-02,-3.657E-02
1.21475E-02,-5.225E-03
1.21479E-02,-4.702E-02
1.21482E-02,3.657E-02
1.21485E-02,5.225E-03
1.21489E-02,-2.612E-02
1.21492E-02,3.657E-02
1.21495E-02,-2.612E-02
1.21499E-02,4.702E-02
1.21502E-02,-5.225E-03
1.21505E-02,4.702E-02
1.21509E-02,-5.225E-03
1.21512E-02,3.657E-02
1.21515E-02,3.657E-02
1.21519E-02,5.225E-03
1.21522E-02,-2.612E-02
1.21525E-02,-5.225E-03
1.21529E-02,-2.612E-02
1.21532E-02,3.657E-02
1.21535E-02,-2.612E-02
1.21539E-02,3.657E-02
1.21542E-02,-5.225E-03
1.21545E-02,5.225E-03
1.21549E-02,-3.657E-02
1.21552E-02,-1.567E-02
1.21555E-02,1.567E-02
1.21559E-02,-2.612E-02
1.21562E-02,3.657E-02
1.21565E-02,3.657E-02
1.21569E-02,3.657E-02
1.21572E-02,1.567E-02
1.21575E-02,-2.612E-02
1.21578E-02,5.225E-03
1.21582E-02,5.225E-03
1.21585E-02,-5.225E-03
1.21588E-02,-1.567E-02
1.21592E-02,-2.612E-02
1.21595E-02,4.702E-02
1.21598E-02,2.612E-02
1.21602E-02,-2.612E-02
1.21605E-02,5.225E-03
1.21608E-02,3.657E-02
1.21612E-02,3.657E-02
1.21615E-02,4.702E-02
1.21618E-02,-5.225E-03
1.21622E-02,3.657E-02
1.21625E-02,-5.225E-03
1.21628E-02,1.567E-02
1.21632E-02,2.612E-02
1.21635E-02,5.225E-03
1.21638E-02,5.225E-03
1.21642E-02,1.567E-02
1.21645E-02,-2.612E-02
1.21648E-02,3.657E-02
1.21652E-02,3.657E-02
1.21655E-02,3.657E-02
1.21658E-02,-5.225E-03
1.21662E-02,1.567E-02
1.21665E-02,3.657E-02
1.21668E-02,1.567E-02
1.21672E-02,5.747E-02
1.21675E-02,3.657E-02
1.21678E-02,5.225E-03
1.21682E-02,-3.657E-02
1.21685E-02,-2.612E-02
1.21688E-02,3.657E-02
1.21692E-02,-2.612E-02
1.21695E-02,3.657E-02
1.21698E-02,-2.612E-02
1.21702E-02,2.612E-02
1.21705E-02,-5.225E-03
1.21708E-02,5.225E-03
1.21712E-02,2.612E-02
1.21715E-02,-1.567E-02
1.21718E-02,4.702E-02
1.21722E-02,3.657E-02
1.21725E-02,-3.657E-02
1.21728E-02,3.657E-02
1.21732E-02,3.657E-02
1.21735E-02,-5.225E-03
1.21738E-02,-4.702E-02
1.21742E-02,-5.225E-03
1.21745E-02,3.657E-02
1.21748E-02,1.567E-02
1.21752E-02,3.657E-02
1.21755E-02,-3.657E-02
1.21758E-02,5.225E-03
1.21762E-02,-1.567E-02
1.21765E-02,1.567E-02
1.21768E-02,2.612E-02
1.21772E-02,3.657E-02
1.21775E-02,-3.657E-02
1.21778E-02,4.702E-02
1.21782E-02,-5.225E-03
1.21785E-02,-3.657E-02
1.21788E-02,-5.225E-03
1.21791E-02,-3.657E-02
1.21795E-02,3.657E-02
1.21798E-02,-3.657E-02
1.21801E-02,-3.657E-02
1.21805E-02,4.702E-02
1.21808E-02,-1.567E-02
1.21811E-02,-3.657E-02
1.21815E-02,-3.657E-02
1.21818E-02,4.702E-02
